# Date: 2022-04-25, 12:43:47
# Query: #x_ >PRED #y & #x_ >VTYPE #z_
# Running time: 552.87s 
# Treebanks: nob-avis, nob-child, nob-lbk-av, nob-lbk-sa, nob-lbk-tv, nob-ndt-lfg, nob-novel, nob-novel_1, nob-novel_2, nob-novel_3, nob-novel_4, nob-novel_5, nob-novel_6, nob-novel_7, nob-novel_8, nob-novel_9, nob-nrk, nob-sofie
# match types: 10810
# matches: 10458840

#	#y	
# Count	value
3	nyse*på
3	trykke*seg*ved
3	kvotere
3	fæle*for
3	desinformere
3	forbryte*seg*på
3	zagge
3	retinere
3	jabbe*med
3	miskunne*seg*over
3	tru
3	trust
3	ligge*til rette*for
3	magre*av
3	immigrere
3	bevisstgjøre*om
3	selvsnekre
3	nedtrekke
3	åndeliggjøre
3	utkrystallisere*seg*i
3	may
3	banalisere
3	pumpebremse
3	fløyte*på
3	loppe*seg
3	spire*opp
3	chartre
3	put#on
3	prute*ned
3	søple*til
3	dy*seg*for
3	ryte
3	ørske
3	omkonstruere
3	vikke
3	tyne*seg
3	sitje
3	innstille*som
3	forføye*over
3	forvende
3	slette*over
3	sneie*av
3	innkalkulere*i
3	flagge*for
3	slipe*vekk
3	tjuve
3	avreise
3	keie
3	gjennomstråle
3	meet
3	oppildne*til
3	klokke*inn
3	bibeholde
3	fyre*opp*under
3	vikle*seg*sammen
3	skålde*seg
3	rasjonere*med
3	klikketi-klakke
3	migrere
3	emne*til
3	sylte*ned
3	de-humanisere
3	forsere*frem
3	agitere*for
3	universalisere
3	flaggpryde
3	utkommandere*til
3	lirke*på*seg
3	festrøyke
3	avvirke
3	fingerpule
3	kjekse
3	oppvigle
3	vanstelle
3	knappe*av
3	avreagere*med
3	overklistre
3	forfryse*seg
3	øldunste
3	oie*seg*over
3	sykne*bort
3	utydeliggjøre
3	varmrøke
3	kvee
3	narkotisere
3	kreditere*for
3	gløyme
3	avnavle
3	kåsere*om
3	repatriere
3	påprakke
3	forlike*med
3	ydmyke*seg*til
3	arde
3	tinde
3	krampholde
3	avkjønne
3	fraternisere*med
3	nedsable
3	ste
3	stipulere*til
3	kill
3	verve*som
3	fremsende
3	demilitarisere
3	vime
3	defibrillere
3	sause*inn
3	snuppe
3	jåle*seg
3	genierklære
3	beskadige
3	krenge*av*seg
3	bannsette
3	gjennombanke
3	forflytte*til
3	saldere
3	skalere
3	tygge*ut
3	tåte
3	earn
3	manifestere*seg*som
3	pausere
3	utenatlære
3	eksponere*seg*for
3	krakke
3	høyne*til
3	murre*over
3	avstresse
3	fortinne
3	innskipe
3	annonsere*etter
3	helseslå
3	tufse*seg
3	hospitere
3	lompe
3	sier
3	jåle*seg*til
3	smusse*til
3	komme&get*seg*mellom
3	nærlese
3	utelate*fra
3	vaksinere*seg
3	gruslegge
3	deflorere
3	tjenestegjøre*for
3	profilere*seg
3	mate*seg
3	erklære*for
3	skifte*mellom
3	nymåke
3	titte*seg*til
3	personliggjøre
3	valke
3	samskape
3	ambulere
3	stensilere*opp
3	fade*ut
3	skryte*over
3	plugge*i
3	påtegne
3	skreddersy*til
3	sake*for
3	fabulere*over
3	bløgge
3	spotte*for
3	innsuge
3	gjennomveve
3	omtale*seg*som
3	pryde*seg*med
3	stormgjø
3	hente*hjem
3	ætte*fra
3	skjerme*seg*for
3	sause*sammen
3	gå*frem
3	pigge*opp
3	kreve*opp
3	panikkbremse
3	bestykke
3	skule*utover
3	knoge
3	henhøre*til
3	framoverrette
3	trolove*seg
3	krongle*seg*frem
3	havne*over
3	avkristne
3	tilsnike*seg
3	konnotere
3	oppovervende
3	bekjenne*seg
3	syte*for
3	lemme*opp
3	trykke*seg*av
3	giljotinere
3	løyne
3	kommersialisere
3	deaktivere
3	kverve
3	nytolke
3	foroverlute
3	nøde*seg*til
3	parlere
3	avskrekke*fra
3	nøffe
3	påpasse
3	trykkimpregnere
3	proklamere*som
3	henspeile
3	flappe
3	forarge*seg*over
3	stivpresse
3	ask
3	klasse*med
3	paffe
3	ågre
3	trakke*opp
3	forkaste*seg
3	beverte*med
2	sønderflenge
2	stemme*ut
2	glire
2	caste
2	bie*på
2	skumpiske
2	oppskrive
2	stakre
2	matrikulere
2	gaule*til
2	databehandle
2	sjøldaue
2	begin
2	yle
2	forgrove
2	skrangle*sammen
2	uroppføre
2	promovere
2	innsikte
2	flekse
2	esle*seg
2	etteranmelde
2	bostedsregistrere
2	regenerere
2	erwarten
2	kurse*i
2	parlamentere*med
2	forsluke*seg
2	rundvaske
2	skubbe*ut
2	tørne*ut
2	omregistrere
2	gjenopptrykke
2	tyvtitte
2	wikke
2	egenskapsforklare
2	gjekke
2	fremforhandle
2	livberge*seg*av
2	mester
2	vrisse
2	anrike
2	ha*fatt*i
2	innordne*seg*under
2	fasle
2	refraktere
2	bekvemme*seg*til
2	knurve
2	selvmedisinere*seg
2	trollstemme
2	spille*på
2	oppsende
2	hipe
2	strangulere
2	retraumatisere
2	bole
2	rapse
2	gjennomillustrere
2	utmynte
2	fløte*av
2	expect
2	orge
2	pochere
2	argumentere*imot
2	tilkjøre
2	jubilere
2	dore*opp
2	smådytte
2	fail
2	holke
2	nedtråkke
2	melere
2	intellektualisere
2	sakke*ned
2	nappe*etter
2	jåle*seg*ut
2	betinge*seg
2	besvære*med
2	opprede
2	vimre
2	harskne
2	forsynde*seg
2	avvenne*med
2	trykke*seg*gjennom
2	leive
2	ebbe
2	omvandle
2	tuskhandle
2	etterisolere
2	sameksistere
2	rangere*etter
2	stolpe*på
2	utskipe
2	tilvenne*seg
2	outsource
2	knette
2	covre
2	luke*opp
2	out
2	prøvejobbe
2	seede
2	samrå*seg*med
2	våse*med
2	innevarsle
2	regulere*ned
2	gråskimre
2	gjøde
2	revurdere*som
2	kløvne
2	spa*løs
2	skjøne
2	akuttplassere
2	rekreere
2	forbære
2	requiere
2	seg
2	ferdigheve
2	flake*seg
2	innrøyke
2	hitte
2	verte
2	språkliggjøre
2	nype
2	fundamentere
2	sekvensere
2	pale
2	betenke*med
2	oppskalere
2	lystre*etter
2	lead
2	point
2	spille*i
2	steinbelegge
2	parfymere*seg
2	bekranse
2	filere
2	prosessere
2	omredigere
2	tatovere*seg
2	valne
2	utslynge
2	fingerkjemme
2	eat
2	go#back
2	prioritere*opp
2	underbinde
2	tjuvkoble
2	uffe*seg*over
2	kontrollsjekke
2	book
2	kleise
2	gjenskape*som
2	deklarere
2	overforsikre
2	sipre
2	balle*sammen
2	express
2	overbeskatte
2	complete
2	ditsette
2	staure
2	prøveløslate
2	prosedere*for
2	ståke*med
2	gitre
2	autoklavere
2	stivfryse
2	korne*seg
2	snaugnage
2	rine
2	tupere*seg
2	hjalmare
2	vinsje
2	blekke*til
2	merle
2	bomb
2	prasle
2	pitle*seg
2	hespe
2	nyerobre
2	klisse*med
2	tilknytte*seg
2	semaforere
2	avisolere
2	kappro
2	merkevarebygge
2	protokollere
2	rause*ut
2	disputere*for
2	innkalkulere
2	avpolitisere
2	turn
2	røle
2	fangste
2	fjærpryde
2	spenne*inn
2	snøbade
2	samkjøre*med
2	tørke*ned
2	tuste*seg
2	oppjustere*til
2	tilrope
2	lisensiere
2	nuske
2	omkapsle
2	raljere*over
2	seksualfiksere
2	snåle
2	knaspe
2	vigle
2	form
2	leggje
2	knyte*på*seg
2	seem
2	gjeninnkoble
2	frisere*seg
2	utgyte*seg
2	hæppe
2	skype
2	sjudoble
2	primsigne
2	become
2	hype
2	avseksualisere
2	faktorisere
2	mikroskopere
2	forlike*seg*med
2	ernære*seg*som
2	vake*etter
2	release
2	spane*etter
2	gjere
2	nedbygge
2	file*ned
2	skaffe*til
2	walk#in
2	sindre
2	excuse
2	innmure
2	gonna
2	utmatte*seg
2	dimittere*fra
2	sleske
2	girere
2	bløffe*seg*frem
2	vikle*seg*opp
2	produsent
2	cry
2	panorere
2	ernære*seg*på
2	tradere
2	bestorme*med
2	økonomisere*med
2	jare
2	bumse*ned
2	latinisere
2	ildne*til
2	transjere
2	brife*med
2	diskvalifisere*seg
2	stop
2	stryke*seg*oppover
2	umake
2	isbade
2	smugspise
2	klubbe*ned
2	fluorisere
2	realitetsbehandle
2	oversukre
2	bøye*unna*for
2	parasittere
2	syrne
2	syngje
2	gjengjelde*for
2	forslumme
2	skarve
2	gny
2	lobbe
2	rævpule
2	nedrakke
2	gjennomblø
2	rasjonere*på
2	prosedere*på
2	fastne
2	neie*opp
2	råflire
2	approbere
2	forfriske*seg
2	hestehandle
2	slakne
2	ågre*med
2	knepre
2	fremføde
2	randsy
2	vaksinere*seg*mot
2	opprope
2	nedtagge
2	dikkedikke
2	livsforsikre
2	matre
2	flerdoble
2	nøste*inn
2	twiste
2	kloroformere
2	write
2	såle*opp
2	dress
2	kuste
2	hånddryppe
2	lære&learn*seg*til
2	rådføre*seg*om
2	snaublåse
2	avferdige
2	snoke*etter
2	evangelisere
2	stime*sammen
2	ruinere*seg*på
2	skvale
2	koke*inn
2	desarmere
2	celebrate
2	havne*mot
2	kappe*til
2	kavere*for
2	stykke*ut
2	verdsliggjøre
2	fordriste*seg
2	tampe
2	ordinere*til
2	mule
2	kompostere
2	hustre
2	deny
2	tilordne
2	tvette
2	rikte
2	ønsketenke
2	dekantere
2	transkribere
2	spesialtilpasse
2	kartere
2	wait#for
2	avveie*mot
2	nupre
2	linne
2	smeise*til
2	stikke&scram*av
2	skjønnsligne
2	rekonvalesere
2	preparere*seg
2	forrente*seg
2	havne*til
2	kråle
2	disputere*om
2	gjennomlyste
2	innstevne
2	dikke*med
2	forskale
2	ombringe
2	smaksette
2	hjemføre
2	plette
2	svinte*seg
2	litografere
2	tilbygge
2	separere*fra
2	close
2	liberalisere
2	dyktiggjøre
2	deise*borti
2	spissformulere*seg
2	booke*seg*på
2	halvstørkne
2	sverte*seg
2	innhøste
2	kaldrøke
2	pardon
2	innsikte*på
2	prise*seg*ut
2	naske*til*seg
2	avføre*seg
2	utskille*seg
2	utmeisle
2	take#off
2	underprestere
2	finregne*på
2	lade*ut
2	overforbruke
2	tendere*til
2	eksaminere*i
2	absentere*seg
2	trevle
2	hefte*for
2	adore
2	juledekorere
2	klappe*opp
2	forbiløpe
2	klasse*i
2	etterrasjonalisere
2	kickstarte
2	bene*ut
2	feildiagnostisere
2	avbøye
2	vikariere*i
2	should
2	skrømte
2	reklamere*på
2	flenge*av
2	tomse
2	tamponere
2	folke*seg
2	forhåndsbetale
2	rukke*på
2	vivisekere
2	kollokvere
2	promise
2	patronisere
2	tverrstille
2	knappe*av*på
2	suivre
2	immatrikulere*seg
2	grovmale
2	hakke*istykker
2	flense
2	bunke*sammen
2	stette
2	odle*frem
2	eksellere
2	build
2	vispe*opp
2	believe
2	sluse*gjennom
2	kalfatre
2	flabbe
2	leike*på
2	setre
2	tvangsobservere
2	omsynge
2	massemyrde
2	sadle*om
2	revansjere*seg
2	kjernebore
2	klore*seg*oppover
2	kives*om
2	harpe*på
2	ignore
2	underkommunisere
2	glupske
2	halvtenke
2	stomle
2	gasjere
2	odle
2	stagvende
2	kveike
2	berike*på
2	skeine
2	kruspe
2	pæle
2	wear
2	befrakte
2	umake*seg*med
2	aksjonere*for
2	kryne
2	oppflaske
2	avmønstre
2	forgjelde*seg
2	råsykle
2	demobilisere
2	knuspre
2	bitch
2	blånekte*for
2	titte*innom
2	jamre*seg*for
2	antegne
2	rigge*seg*ut
2	back
2	martyre
2	av-amerikanisere
2	granulere
2	daukjøre
2	name
2	choke
2	kappsørge
2	bunkre*opp
2	vrikke*løs
2	rasjonere*ut
2	care
2	flukte
2	slå*over*til
2	førebu
2	væte*seg*ut
2	skjelme
2	mekanisere
2	tørrtrene*på
2	fattes
2	innlede*i
2	operasjonalisere
2	revansjere
2	fernissere
2	subsummere
2	tomprate
2	peal
2	stormlese
2	magasinere
2	dinere
2	hempe
2	jekke*seg*opp
2	nysprøyte
2	remember
2	desavuere
2	estetisere
2	revoltere*mot
2	skitne*ut
2	rute*opp
2	brife
2	fraspenne
2	billettere
2	totalfrede
2	underdimensjonere
2	lasere
2	glefse*over
2	innpasse*seg*i
2	nye*opp
2	væske*seg
2	kodifisere
2	benke*på
2	alternere
2	dampkoke
2	bonge
2	akklimatisere*seg
2	fluktuere
2	håndkysse
2	troppe*inn
2	kausjonere
2	utfritte
2	mumse*på
2	klore*seg*av
2	nyfremkalle
2	stryke*seg*nedover
2	markedsføre*seg*som
2	styrte*utfor
2	fortne
2	sette*som#mål
2	neste*opp
2	snause
2	påligge
2	utarte*seg*til
2	fortolle
2	strukturere*seg
2	igjenknytte
2	innvikle*seg*i
2	detektere
2	antesipere
2	werden
2	etterslukke
2	prøvefilme
2	svelle*ut
2	file*til
2	anmerke
2	bronsere
2	trege*på
2	vulgarisere
2	kokkelere
2	nedsynke
2	innrapportere*til
2	klisse*til
2	frakoble
2	bråbestemme
2	lenges*etter
2	knusle*med
2	ekvipere*seg
2	nysnekre
2	reinvestere
2	debitere
2	økse*ned
2	støvsuge*for
2	estimere*til
2	umenneskeliggjøre
2	fjeske
2	underhandle*om
2	snerte*borti
2	vere-perf
2	delikatere
2	polemisere
2	misjonere*for
2	longere
2	havne*under
2	genspleise
2	bevilge*til
2	radgjødsle
2	aktivisere*seg
2	utannonsere
2	grassere
2	hete*opp
2	vatre*opp
2	forlike*seg
2	vøle*på
2	besvære*seg*over
2	hudstryke
2	alterere
2	astound
2	nykalke
2	grovsortere
2	ring
2	smell
2	rebellere
2	slukke*ut
2	pysje
2	fjeske*for
2	navle
2	kisle
2	raspe*opp
2	hitkalle
2	brydde
2	videreutdanne
2	gel
2	føle*over
1	gjennomspille
1	det
1	uttrykk
1	attachere
1	listen
1	overdominere
1	koke*ut
1	ham
1	add
1	better
1	nellikstikke
1	handse
1	changere
1	etnifisere
1	graffittidekorere
1	hurtigrealisere
1	undo
1	bæsje*på
1	dragse*med
1	nyve
1	grøte*til
1	datastyre
1	gullfernissere
1	gjenframkalle
1	urbanisere
1	bulne*opp
1	juryere
1	ein#ziehen
1	allow
1	stampe*imot
1	knisle
1	selvplage
1	magepumpe
1	henrenne
1	nedstige
1	snapse
1	knuselske
1	mista
1	blekke*ut
1	rest
1	svimerke
1	koppsette
1	offergjøre
1	skiseile
1	velunderrette
1	look#at
1	vedde*med*på
1	utstyrsprodusent
1	døme
1	nykarde
1	sour
1	rævknulle
1	propagandere
1	lag
1	revaluere
1	forynge*seg
1	støpe*opp
1	laine
1	bort-estimere
1	gjennomskinne
1	mygle
1	mattere
1	kakstryke
1	separere*seg
1	busy
1	bidra*med*til
1	flokse
1	skapansette
1	bråsvelge
1	bivuakkere
1	kamme*seg
1	applisere
1	smilegeipe
1	inflammere
1	skre
1	ilandsette
1	stryke*seg*fra
1	mulktere*for
1	snørekjøre
1	sannsynlighetsberegne
1	tyvtitte*på
1	liten
1	pådømme
1	forøve*mot
1	snaubeite
1	oppdrette
1	tøyle*seg
1	outsmart
1	koreografere
1	skolere*seg
1	egner
1	gnu
1	bear
1	urydde
1	ønskje*seg
1	selvstendiggjøre
1	konsipere
1	pain
1	kronrake
1	gnafse*på
1	grisne
1	han
1	motsvare
1	hvitskimre
1	mislay
1	tilstille
1	stylte*på
1	stryke*seg*bort
1	medoppleve
1	innsirkle
1	spri
1	sprøytemale
1	danken
1	våle
1	nitelle
1	gnu*på
1	slakke*opp
1	avromantisere
1	henstille*om
1	korrodere
1	reach
1	swagger
1	schlafen
1	symje
1	underdaniggjøre
1	pirke*seg*under
1	appeal
1	re-operere
1	kjønnssjikanere
1	shake
1	knubbe*med
1	regulere*opp
1	shut
1	avbeite
1	amerikansk
1	feilerindre
1	overpronere
1	ise*ned
1	takke*av
1	weather
1	etterplapre
1	kaufen
1	ironisere*med
1	ropte
1	receive
1	forborre
1	near
1	bebygge*med
1	strekkje*seg
1	respect
1	sideordne
1	ferge*seg
1	regimentere
1	zobelfore
1	pløse
1	kritte*opp
1	relegere
1	sammenstille*med
1	nedgjødsle
1	øyhoppe
1	bioakkumulere
1	consider
1	demaskere*seg
1	håndgå
1	belesse*med
1	kælve
1	dedusere
1	regummiere
1	sakne
1	konsekvensutrede
1	armgå
1	gungre
1	egle*opp
1	forgasse
1	gjenreise*seg
1	denotere
1	uleilige*seg*med
1	end
1	førstehåndserfare
1	fool
1	kompe
1	frifinne*fra
1	kome*i#møte
1	disease
1	preke*over
1	prioritere*ned
1	forpleie
1	spe*opp
1	kontrasignere
1	low
1	snake
1	sjel
1	rekke&hand*fra*seg
1	boiter
1	pokulere
1	passiare*med
1	tørrtygge
1	innpasse*seg
1	bete*seg
1	kyte
1	undress
1	besikte
1	skillinge*sammen
1	11-doble
1	doctor
1	herliggjøre
1	fonne*seg
1	gruppere*etter
1	spread
1	harpunere
1	militarisere
1	tykkje
1	ensilere
1	foredle*til
1	hikstle
1	roman-debutere
1	nøste*seg*sammen
1	utfritte*om
1	puffe*ned
1	instruktør
1	behøne
1	matter
1	come#out
1	mourir
1	win
1	gjennomterpe
1	jordslå
1	ski
1	empatisere
1	framdyrke
1	legere
1	check
1	gjennomspidde
1	setje
1	geipe*etter
1	ombruse
1	gjerde*av
1	sjoge
1	rodeotrene
1	prøveflyte
1	ruske*opp
1	sluske
1	klundre*med
1	maskintreske
1	overtrumfe
1	komme&get*seg*innom
1	skusle*med
1	innkoble
1	kid
1	sammenvase
1	røme
1	nynne-synge
1	folk
1	premiere*for
1	lettri
1	sømgå
1	adaptere
1	snope
1	grunne&shallow*opp
1	voltere
1	reject
1	lyfte
1	nudde
1	tyste*om
1	vere-pass
1	forblende
1	trene*seg*opp*til
1	procure
1	unnsi
1	sjusse
1	bakoverstryke
1	krille
1	notice
1	konsesjonsgi
1	silkeknitre
1	overtegne
1	subtrahere*fra
1	opne*for
1	utpeke*seg*som
1	daude
1	attrahere
1	duplisere
1	mista*for
1	forflere
1	gamble*med
1	framrekke
1	utby
1	play#in
1	können
1	kneel
1	come#on
1	mark
1	parpuste
1	piss#off
1	fintenke
1	incitere
1	norske*på
1	potensere
1	hadde
1	fremskyve
1	streite*seg*opp
1	connecte
1	klore*seg*om
1	renvaske*seg*for
1	smoke
1	poesiforpeste
1	nedsparke
1	sprøytelakkere
1	imaginere
1	understå*seg
1	klasse*på
1	interesserte
1	persipere
1	fartsregulere
1	døy
1	kuldslå
1	remove
1	vanslekte*på
1	tilendebringe
1	pønse*ut
1	kjangse
1	skipe*inn
1	presume
1	tilkjennegjøre
1	forhandsstemme
1	melt
1	mål
1	vinterisolere
1	avhumanisere
1	inndampe
1	charle
1	saluttere
1	sit
1	president
1	panserkle
1	sitere*seg
1	prominere
1	travestere
1	glipe
1	teve
1	husholderere
1	dekretere
1	rosse
1	right
1	hjemfalle
1	trykkprøve
1	dance
1	knustre
1	flokse*med
1	montere*sammen
1	nyetablere
1	psyke*opp
1	bølgesurfe
1	apply
1	påtvinggjøre
1	høkre
1	expire
1	fortelje
1	flatter
1	innkommandere
1	swear
1	treffes
1	neddemme
1	prøvelukte
1	frege
1	hurt
1	kroppsvaske
1	skorde
1	tilså
1	stunde*etter
1	snikinnføre
1	blaske
1	vouloir
1	immunisere*mot
1	avfette
1	smugse
1	lærerinne
1	noose
1	spot
1	bråfosse
1	etherize
1	picture
1	kappdrikke
1	ratle
1	ikke-snakke
1	probere
1	gjenoppsøke
1	gitterskjerme
1	gjennomsmake
1	savoir
1	klorere
1	styve
1	folne
1	forpuppe*seg
1	logge*seg*ut
1	ettertørke
1	intend
1	join
1	fake
1	geråde*i
1	forgape*seg*i
1	wed
1	tv-titte
1	relax
1	explore
1	fossregne
1	scatte
1	forgi
1	forjævligere
1	invent
1	kujonere
1	stattholder
1	mentir
1	lukrere*på
1	ukristne
1	pellet
1	passivere
1	depend#on
1	distance
1	doktorere*på
1	revoltere
1	ynge*opp
1	cheat
1	stå*i#fare*for
1	olme
1	gule
1	kingse
1	deserve
1	gjenlukke
1	niarbeide
1	oksidere
1	spille*seg*frem
1	seddel
1	prognostisere
1	sysselsette*seg
1	branch
1	brodere*ut
1	bilfølge
1	substituere
1	røfle
1	stretch
1	animere*til
1	anordne
1	årsaksforklare
1	stakkarsliggjøre
1	come#back
1	sondemate
1	sterte
1	fintelle
1	pøble
1	lærdom
1	retningsbestemme
1	spole*opp
1	merittere
1	selvforkynne
1	ulne
1	dip
1	differensiere*mellom
1	sal
1	frustrere*over
1	emigrere*fra
1	skvære
1	lake
1	bere
1	aptere
1	datostemple
1	gjenintegrere
1	retweete
1	egengodkjenne
1	beskjenke
1	markere*som
1	hardkode
1	videreutdanne*seg*i
1	dolin
1	carry#out
1	sympatilide
1	muge
1	snikkikke
1	matte*ned
1	forklarer
1	gjennomskylle
1	vege
1	hælsparke
1	facebooke
1	urfremføre
1	medieeksponere
1	negere
1	samvariere
1	mini-portrettintervjue
1	kongruere
1	bole*seg
1	konvergere
1	orde
1	prosentberegne
1	stain
1	go#in
1	søle*vekk
1	ælje
1	spontanhandle
1	true*seg*på
1	hjemmesmi
1	force
1	joine
1	ferdigklø
1	gyldiggjøre
1	fjase*bort
1	recovre
1	dame
1	overfiksere
1	accord
1	gøyme
1	campinginnrede
1	use#up
1	rakke*til
1	møljepule
1	rosévinsbedøve
1	nedtrappe
1	optimere
1	appeler
1	vitje
1	verstehen
1	forstrekke*seg
1	stoltsere
1	fantegå
1	energi
1	place
1	hardbanke
1	øvekjøre
1	lalle*på
1	lempe*seg*etter
1	gunne*på
1	sike
1	fjelge
1	forskyte
1	complain
1	trykke*seg*fra
1	sulke*til
1	sløyde
1	bakovertrekke
1	bakoverpresse
1	vannspyle
1	nekte*i
1	bløtlegge
1	avkoke
1	samrå*seg
1	tørrpule
1	kunde
1	griljere
1	kjempeinvolvere
1	être
1	please
1	ombooke
1	weinen
1	uthevet
1	høyttrykksspyle
1	forivre*seg
1	framoverlene
1	overfløye
1	klinke*fast
1	bitten
1	selge*bort
1	fete*seg
1	kapseise
1	milde
1	innskjære
1	befare
1	denasjonalisere
1	forankre*seg
1	akkordere*med
1	syngje*med
1	skriftfeste
1	innstevne*for
1	avlokke
1	rådspørre*om
1	weep
1	retvitre
1	spjette*med
1	ansøke*om
1	parallellføre
1	skjemmes*av
1	blistre
1	synkverve
1	oppspjære
1	avemosjonalisere
1	bunnfelle*seg
1	fingerknulle
1	framforhandle
1	utdømme
1	robotprogrammere
1	tevle*om
1	matberge
1	indusere
1	gjennomstyre
1	sjå*på
1	forskreve*seg
1	uniformere*seg
1	ikke-kommunisere
1	drypptørke
1	heite&named
1	innskipe*seg
1	arme*ut
1	smashe
1	gjenge
1	rekker
1	clutche
1	nedspy
1	vabbe
1	over
1	mudre
1	reply
1	tegngi
1	avsile
1	wolf
1	var
1	skattelegge
1	pirke*seg*på
1	overlook
1	redesigne
1	oppadskråne
1	skjematisere
1	tru*på
1	enjoy
1	reke*omkring
1	pluck
1	heine
1	arrest
1	mait
1	treat
1	utmale*seg
1	gjennomplanlegge
1	providere
1	skive*opp
1	give#up
1	verdivurdere
1	behefte
1	struggle
1	admire
1	fjerndiagnostisere
1	sollen
1	morskne
1	notarialbekrefte
1	pønse*på
1	remain
1	tørre*ut
1	kyte*av
1	haugta
1	skeivle
1	kive*om
1	inaktivere
1	kogle
1	denaturalisere
1	mote
1	vulke
1	nyskrape
1	avmytologisere
1	ulke
1	object
1	skusle*vekk
1	jukse*seg*til
1	horse
1	klore*seg*opp
1	utgyte*seg*om
1	tvangsreturnere
1	framsnakke
1	ledes
1	spikke*av
1	trellbinde
1	are
1	heroisere
1	prikke*opp
1	trykke*seg*innpå
1	førebu*seg
1	allokere
1	sukrer
1	trot
1	underbringe
1	dobbeltkommunisere
1	vire
1	beeeee
1	intimidate
1	usannsynliggjøre
1	intensivbehandle
1	action
1	spørje
1	doesn
1	rin
1	divertere*seg
1	rødne
1	kappelske
1	tinkle
1	vie*til
1	vildre*seg*bort
1	gullhekle
1	perlestrikke
1	lønnsjustere
1	forward
1	smause
1	uframkalle
1	hugge*løs*på
1	trap
1	propagandere*for
1	nullifisere
1	leben
1	terrify
1	pjoltre
1	enter
1	didn
1	berede*seg*på
1	oppradere
1	beggar
1	finance
1	stand
1	kive*med
1	tonelegge
1	felle*sammen
1	teoretisere*over
1	setje*inn
1	wrap
1	emne*på
1	niholde*på
1	vagabondere
1	charge
1	økonomi
1	loope
1	skulptere
1	bredde
1	russifisere
1	elektrisere
1	atomisere
1	karaktermyrde
1	eting
1	flow
1	eksistensialisere
1	spill
1	krepse
1	synger
1	finposisjonere
1	traiter
1	léche
1	come#in
1	sykdomsforklare
1	reike
1	slodde
1	kappestri
1	bu
1	instituere
1	fight
1	rekke&suffice
1	tyvtrene
1	spesialist
1	crawl
1	wow
1	frette*om
1	retten
1	usje
1	ominnstille
1	kontingentere
1	straw
1	sleike*i*seg
1	overpirke
1	av-individualisere
1	dissonere
1	forevise
1	håndvaske
1	innsprøyte
1	sjakre*med
1	folle
1	acquire
1	spunse
1	ligge*til grunn*for
1	homogenisere
1	deregulere
1	rafte
1	votere
1	dentifisere
1	avruse
1	fylke*seg*om
1	krite
1	smule*seg
1	forglemme*seg
1	experience
1	pjåte
1	fraksjonere
1	lunne
1	search
1	husbankfinansiere
1	løe*opp
1	tariff-feste
1	defamiliarisere
1	trale*med
1	rulte
1	drasjere
1	femne
1	trygge*mot
1	seise
1	skamfere*seg
1	svage
1	kollabere
1	troppe*av
1	tel
1	tyvkoble
1	klesse
1	depolitisere
1	bless
1	nevehilse*på
1	kredittvurdere
1	welcome
1	snøye
1	opiumsonanere
1	vigsle*til
1	sprette*unna
1	springen
1	suggerere*til
1	retusjere*bort
1	piste
1	chille
1	innpasse
1	pårope
1	snart
1	hardtrene
1	loose
1	våre
1	omdekorere
1	grow
1	sende#ord
1	markedsorientere
1	vote
1	mæle*til
1	binde*seg*på
1	oppflaske*på
1	etterkoble
1	niløpe
1	anglifisere
1	nedknappe
1	rimpe
1	face
1	proceed
1	utparsellere
1	formaste*seg
1	brise
1	evaporere
1	nekrotisere
1	feike
1	høyre*på
1	pretend
1	record
1	bother
1	aimer
1	acknowledge
1	klore*seg*ut
1	home
1	trulte
1	fremdyrke
1	sjofle
1	jazze*opp
1	vildre
1	akkommodere
1	sømme*sammen
1	brune*seg
1	forbrenne*seg
1	handsame
1	dras*med
1	best
1	stryke*seg*ved
1	tilrettevise
1	ilandføre
1	snik-lokke
1	fortynne*med
1	havne*unna
1	halvvåkne
1	jordsmøyge
1	transponere
1	klore*seg*etter
1	avbetale
1	nedbe
1	kjangse*på
1	oscillere
1	skalle*ned
1	disconnecte
1	stuff
1	fremdatere
1	align
1	forelese*over
1	ni-banke
1	rustbehandle
1	overaktivisere
1	portvinsstinke
1	kadreie
1	videregi
1	spikke*ut
1	kunst
1	finpiske
1	utglo
1	hedre*for
1	fisjonere
1	pikke*opp
1	trykke*seg*om
1	gurglele
1	black
1	framrykke
1	løype
1	votere*for
1	fit
1	protect
1	contact
1	sagge
1	nyarrestere
1	ikke
1	bleed
1	fralokke
1	manage
1	kube
1	access
1	spesialundersøke
1	logge*seg*inn
1	sjef
1	patrol
1	schwitzen
1	nøyte*seg
1	glire*mot
1	prepare
1	laske
1	scripte
1	drop
1	iblande*i
1	avdemonisere
1	kovne
1	liksom-gråte
1	sålde
1	harness
1	hovmode*seg*over
1	nyansere*seg
1	greie&comb
1	forskrive*seg*til
1	grueglede
1	arbeider
1	light
1	habitere
1	lift#up
1	stutte
1	escape
1	putle
1	omklassifisere
1	restore
1	seksdoble
1	innkorte
1	dusjregne
1	kveldsjobbe
1	konfittere
1	kostymere
1	gjenblåse
1	sample
1	chance
1	avbemanne
1	tenkje*seg
1	tave
1	dam
1	elskovsbedøve
1	serieåpne
1	relokere
1	trykke*seg*mellom
1	fat
1	punche
1	innskjære*i
1	doubt
