# Date: 2022-04-25, 12:43:47
# Query: #x_ >PRED #y & #x_ >VTYPE #z_
# Running time: 552.87s 
# Treebanks: nob-avis, nob-child, nob-lbk-av, nob-lbk-sa, nob-lbk-tv, nob-ndt-lfg, nob-novel, nob-novel_1, nob-novel_2, nob-novel_3, nob-novel_4, nob-novel_5, nob-novel_6, nob-novel_7, nob-novel_8, nob-novel_9, nob-nrk, nob-sofie
# match types: 10810
# matches: 10458840

#	#y	
# Count	value
100	klemme*sammen
100	overkjøre
100	gå*over
100	åpenbare*seg
100	sakke
100	tørste
100	stavre*seg
100	lokke&lure*til
100	hindre*fra
100	sige*ut
99	sture
99	ynde
99	banne*på
99	tårne*seg*opp
99	klarere
99	være*fatt
99	irritere*seg
99	smitte*med
99	stryke*med
99	innhylle
99	formørke
99	raute
99	tykke
99	stelle*til
99	veilede
99	oie
98	nedfelle
98	elde
98	beordre*til
98	karakterisere*som
98	ranke*seg
98	ekte
98	forske
98	tilsette
98	drite*seg*ut
98	oppdra*til
98	doble
98	polstre
98	sverte
98	berede
98	frikjenne
98	tørke*opp
98	partere
97	lære&teach*til
97	bevitne
97	tilkjennegi
97	underbygge
97	lovprise
97	utskrive
97	knyte*seg
97	blande*sammen
97	riste&shake*seg
97	definere*som
97	kvittere
97	anvise
97	beklage*seg*over
96	bøye*av
96	skvette&urinate
96	stusse*over
96	ralle
96	vegre*seg*for
96	orientere*om
96	henge*seg*opp*i
96	binde*seg
96	leke*seg
96	pynte*på
96	oppbringe
96	gyse
96	rive*bort
96	besørge
96	skru*ned
96	slage
96	anskaffe
96	berge*seg
96	fremskynde
96	skrive*inn
95	absorbere
95	vørde
95	bry*med
95	dagdrømme
95	lete*opp
95	invitere*i
95	komme&get*seg*etter
95	knytte*til
95	kultivere
95	skvette&jump*til
95	fortrekke*seg
95	innpakke
95	tilskrive
94	sanne
94	innskrenke
94	akkompagnere
94	navngi
94	plumpe
94	sende*med
94	tegne*til
94	lokke&lure*på
94	skape*om
94	opplyse*om
94	fiksere
94	dulte*til
94	dele*på
93	avsi
93	salte
93	komme&get*seg*av
93	måle*opp
93	kalle*til*seg
93	løye
93	knytte*opp
93	klippe*ut
93	gyve*løs*på
93	vurdere*som
93	lappe
93	stride*med
93	lime*fast
93	kjøre*over
93	bryte*av
93	proklamere
93	kalkulere
93	gjemme*seg*bort
93	sy*sammen
92	vill-lede
92	skylle*av
92	tømme*seg
92	samstemme
92	inngi
92	klippe*seg
92	utrede
92	omhandle
92	assosiere*med
92	levere*inn
92	oppveie
92	utgå
92	affisere
92	pøse
92	dilte
92	rase*mot
92	gjenfinne
92	spørre*seg*for
92	arkivere
91	forvrenge
91	fable*om
91	virvle*opp
91	bøte*på
91	nedtegne
91	blande*inn
91	fryde
91	forflytte
91	gi*seg*i vei
91	pappe
91	gjenreise
90	slikke*i*seg
90	tumle*med
90	huske*som
90	arve*fra
90	tørke*ut
90	ekskludere
90	antenne
90	kjøre*ut
90	gripe*an
90	utstille
90	troppe*opp
90	innesperre
90	koordinere
90	lirke*ut
90	skralle
90	utruste
89	bestemme*for
89	foreskrive
89	gjorde
89	fløyte
89	klenge
89	vinne*tilbake
89	vifte*bort
89	varte*opp
89	stryke*seg*gjennom
89	halshugge
89	kjæle
89	fylle*seg
89	utstå
89	bero*på
89	trakke
89	livne*til
89	boltre*seg
89	spenne*fast
89	kjøpe*opp
88	springe*ut
88	ruske
88	bære*med
88	overstige
88	kore
88	sladre*om
88	forgå
88	kaste*seg*inn*i
88	gjennomsyre
88	hale*seg
88	bære#preg*av
88	brolegge
88	avlytte
88	jorde
88	beundre*for
88	nippe
87	debutere
87	feie*bort
87	trakte
87	manne*seg*opp
87	bane
87	forfatte
87	passe&guard*seg*for
87	innkassere
87	legge*på#svøm
87	synliggjøre
87	sabotere
87	følge*med*på
87	kjøle
87	deformere
87	revidere
87	dressere
87	innbringe
87	supplere
86	presse*seg*på
86	skrue*opp
86	komme*godt*med
86	isolere*seg
86	tale*for
86	forta*seg
86	kreke*seg
86	markere*seg
86	reve
86	lide&suffer*under
86	bedre*seg
86	sutte*på
86	hamle*opp*med
86	suge*opp
86	bebreide*for
86	pistre
86	beføle
86	bløte
86	slå#leir
86	fortie
86	fakke
85	ete*opp
85	plikte
85	putte*inn
85	kompromittere
85	snoke
85	rette*seg*mot
85	veksle*mellom
85	vri*opp
85	regissere
85	surmule
85	fordoble
85	symbolisere
85	lave*ned
85	overraske*med
85	forhandle*med
85	kjenne*på*seg
85	krepere
85	kranse
85	operere*med
85	telefonere
85	bla*om
85	renvaske
84	blomstre*opp
84	kretse
84	sjekke*inn
84	maskere
84	ringe*inn
84	arbeide*som
84	bytte*om
84	smykke
84	rekruttere
84	oppildne
84	kantre
84	fingre
84	havarere
83	streike
83	bagatellisere
83	diskriminere
83	lee*på
83	brøyte*seg
83	tilrettelegge
83	trykke*seg
83	suge*ut
83	overvurdere
83	sinke
83	bestyre
83	flomme*over
83	heie*på
83	diagnostisere
83	skrante
83	halvlukke
83	forbarme*seg*over
83	snauklippe
83	avskjære
83	forskyve
82	opprinne
82	ile*til
82	forvare
82	viske*bort
82	ergre*seg
82	innlemme*i
82	rapportere*om
82	røske*i
82	stenge*av
82	erte*med
82	surfe
82	tipse*om
82	spenne*opp
82	oppkalle
82	øse*opp
82	erklære*seg
82	leie*inn
82	asfaltere
82	forverre
82	såpe*inn
82	skrape*av
82	stake
82	smatte*på
82	prelle*av
81	forvandle*seg
81	se*seg*ut
81	spore*opp
81	toppe
81	forskanse*seg
81	inntre
81	hensette
81	patte*på
81	overbevise*seg*om
81	slå#følge
81	forlove*seg
81	sjekke*opp
81	frigi
81	obdusere
81	sykemelde
81	snurpe
81	kapitulere
81	øke*på
81	skramle*med
81	utrope
81	drasse*på
81	sysle*med
81	tetne
81	betvile
81	henge*seg*på
81	simulere
81	forkorte
81	separere
80	holde*igjen
80	forrykke
80	smuldre*opp
80	gremme*seg
80	fraråde
80	refse
80	ligge*an
80	småsnakke
80	kjøre*seg*fast
80	omgjøre
80	breke
80	selge*seg
80	nyte*godt*av
80	infisere
80	sikte*for
80	skamfere
80	sniffe
80	evaluere
80	hevde*seg
80	gjemme*unna
80	formå
80	opparbeide*seg
80	vanære
79	prøve*seg*frem
79	bremse*opp
79	navigere
79	frita*for
79	filosofere
79	strukturere
79	forsone*seg
79	tiltenke
79	befeste
79	deklamere
79	feriere
79	tjenestegjøre
79	forvitre
79	vræle
79	løsrive*seg*fra
79	gå*under
79	stille*med
79	patruljere
79	file
78	sparke*fra
78	komme&get*seg*unna
78	veite
78	legge*til grunn
78	innbefatte
78	forsnakke*seg
78	forville
78	anføre
78	eksperimentere*med
78	røde
78	sneie
78	gire
78	nedkjempe
78	undres*over
78	bolte
77	mure
77	gni*inn
77	øve*på
77	motvirke
77	mistro
77	tune
77	smiske
77	vaske*av
77	kylle
77	trå*til
77	låne&lend*bort
77	kose*med
77	hakke*på
77	ringle
76	skrape*opp
76	vaksinere
76	befatte*seg*med
76	tenke*gjennom
76	koke*over
76	myldre*av
76	stemple*som
76	sirkulere
76	forbitre
76	henge*ut
76	besegle
76	times
76	påberope*seg
76	ofre*seg*for
76	stoffe
76	kvie*seg
76	surre*fast
76	ofre*på
76	ruge
76	tøffe
76	videreutvikle
76	tiltro
76	redigere
76	snyte*for
75	påtvinge
75	fremgå*av
75	bunne*i
75	levne
75	spekulere*i
75	melde*fra*om
75	begrense*seg*til
75	tyte*ut
75	strømme*på
75	distribuere
75	vinke*bort
75	stappe*i*seg
75	forelegge
75	skåne*for
75	spørre*seg*om
75	adskille
75	beleire
75	konkurrere*om
75	tilsløre
75	binde*seg*til
75	benke*seg
75	skremme*bort
75	styre*unna
75	plystre*på
75	visle
75	stryke*ut
75	jule*opp
75	slippe*seg*løs
74	utmerke*seg
74	rigge*til
74	trimme
74	rippe*opp*i
74	narre*til
74	formode
74	betegne*som
74	mane*til
74	oppnevne
74	bue*seg
74	slynge*ut
74	fortette
74	toppe*seg
74	pudre
74	dele*av
74	ta#stilling*til
74	sprinte
74	forestå
74	presentere*som
74	skride*frem
74	norske
73	bugne*av
73	formulere*seg
73	komme&get*seg*fra
73	forunne
73	skrape*sammen
73	aktivisere
73	frastøte
73	restere
73	svindle
73	smelle*til
73	anse
73	frigjøre*seg
73	ikle
73	forveksle
73	avkle
73	forvise
73	kåre*til
72	glime
72	kompensere
72	tre*ut*av
72	alliere*seg*med
72	hore
72	dåne
72	gjøre*av*med
72	hige*etter
72	prakke*på
72	strebe*etter
72	brenne*inne
72	fundere*over
72	forplikte*seg*til
72	legge*til rette*for
72	meditere
72	forfalske
72	tilfalle
72	rase*ut
72	segne
72	se*som
72	vansire
71	gjære
71	bygge*om
71	kassere
71	slave
71	raste
71	hurre
71	rykke
71	halvere
71	tørke*av*seg
71	væske
71	lune
71	koble*til
71	antaste
71	tre*inn
71	sjokke
70	bøte*med
70	eskortere
70	briske*seg
70	fortolke
70	manifestere
70	fjære
70	gipse
70	bevokte
70	injisere
70	tre*i
70	spole
70	bakse*med
70	strømme*ned
70	alkoholisere
70	rå*over
70	tegne*opp
70	unndra*seg
70	bruke*seg
69	huske&swing
69	trykke*seg*mot
69	fritte*ut
69	agere
69	lure*seg*til
69	fastlegge
69	arrestere*for
69	gjemme*for
69	avspeile
69	sette*i verk
69	beære
69	forfjamse
69	svulme*av
69	tenke*igjennom
69	lakke
69	godsnakke*med
69	flasse
69	forundre*seg*over
69	skumpe
69	tryne
69	konferere*med
69	snu*om
69	grønnmale
69	flerre*opp
69	dovne
69	skremme*opp
68	hale*inn
68	røyne*på
68	rase*rundt
68	nette
68	tøfle
68	underrette*om
68	strutte*av
68	trappe*ned
68	omskjære
68	steppe
68	sammensynke
68	bønnfalle*om
68	rigge*opp
68	medvirke*til
68	modernisere
68	revurdere
68	restaurere
68	forstue
68	nytte*med
68	utgi*seg*for
68	protestere*på
68	trakte*etter
68	hvile*ut
67	klarlegge
67	profilere
67	rose*for
67	spille*av
67	jage*på
67	frigjøre*fra
67	rendyrke
67	baste
67	krøke
67	likestille
67	forbigå
67	notere*ned
67	blaffe
67	svelle
67	tiske
67	si*fra*seg
67	valse
67	katte
67	foregripe
67	bore*seg*i
67	argumentere*for
66	strigle
66	avstedkomme
66	sno
66	møte*frem
66	uskadeliggjøre
66	suge*seg
66	bygge*ut
66	skye
66	dorme
66	interessere*seg
66	henge*etter
66	megle
66	fæle
66	sette*seg*fore
66	ha*rede*på
66	fyre*i
66	utspinne*seg
66	utdanne*seg*til
66	bemanne
66	overvintre
66	benke
66	kutte*av
66	karre
66	fatte*seg
66	ligne*med
65	tine*opp
65	spraye
65	klaske*mot
65	fnyse*av
65	mumle*frem
65	tulle*inn*i
65	klaffe
65	henkaste
65	gjenerobre
65	hardne
65	ytre*seg
65	fremvise
65	overdimensjonere
65	flagge
65	mistrives
65	bremse*ned
65	forbedre*seg
65	forkludre
65	sirkle*inn
65	trakassere
65	relatere
65	peile
64	nære*for
64	blankslite
64	tapetsere
64	kolle
64	komme&get*seg*ut
64	diske*opp
64	tøyse*med
64	legitimere
64	sammenkrølle
64	gjennomlyse
64	kåre
64	disiplinere
64	praie
64	nøytralisere
64	klemte
64	kule
64	oppvise
64	date
64	dosere
64	gåre
64	martre
64	handle*inn
63	dampe*på
63	vikle*seg*inn*i
63	semske
63	stimulere*til
63	bønnhøre
63	kræsje
63	belemre*med
63	nøste
63	tørke*inn
63	skille#lag
63	avskalle
63	akke
63	snu*på*seg
63	særprege
63	konfiskere
63	sløse*med
63	omskape*til
63	leke*seg*med
63	ofre*seg
63	rase*ned
63	laste&load
63	befrukte
63	merke*av
63	bivåne
63	vade
63	tinge
63	låne&borrow*fra
63	bevre
63	innramme
63	smekke*med
62	digge
62	rite
62	florere
62	bule*ut
62	streke*opp
62	sløyfe
62	stille*inn
62	vaske*av*seg
62	berike
62	dampe*av
62	avise
62	hjernevaske
62	meisle
62	våge*seg*på
62	tråkle*seg
62	mynte*på
62	svulme*opp
62	streife*rundt
62	fremkomme
62	klakke
62	bure
62	morse
62	smøre*seg*med
61	leie*bort
61	finkjemme
61	forgripe*seg*på
61	trene*opp
61	sprette*frem
61	leite*på
61	flyte*på
61	tiltale*for
61	rå*med
61	kryste
61	vralte
61	inneha
61	motbevise
61	bale*med
61	gapskratte
61	snakke*seg
61	designe
61	vrikke*på
61	kristne
61	trelle
61	kødde*med
61	øve*inn
60	iscenesette
60	stevne
60	spa*opp
60	tynne
60	bli*ved
60	hykle
60	skatte
60	eksperimentere
60	ymte*om
60	komme&get*seg*med
60	emigrere
60	lodde
60	oste
60	skadeskyte
60	innlate*seg*på
60	pirke*på
60	inngravere
60	sko
60	midle
60	hygge*seg*med
60	sperre*av
60	adoptere*bort
60	vrikke*seg
60	stjele*seg*til
60	spy*ut
60	tø*opp
60	pulverisere
60	sløse*bort
60	lufte*ut
60	fyke*opp
60	more*seg*med
60	bestrebe*seg*på
60	forutbestemme
60	ande
60	piske*opp
60	skreve*over
60	aktivere
59	eksportere
59	forlede*til
59	demontere
59	forhindre*i
59	programmere
59	signe
59	vinge
59	avlaste
59	velge*bort
59	forflytte*seg*til
59	age
59	myke*opp
59	spille*opp
59	hale*med*seg
59	ruse*seg
59	skjende
59	spørres
59	innøve
59	fuske
59	utvikle*til
59	regne
59	skvette&sprinkle
59	rutsje
59	føde*til
58	konsultere
58	rede
58	rekvirere
58	skole
58	sladre*på
58	støte*ut
58	fortape*seg
58	stadfeste
58	undres*på
58	fråtse*i
58	torpedere
58	håndheve
58	glemme*seg*bort
58	syte
58	lespe
58	grunne&ponder*over
58	gjennomhulle
58	munne*ut*i
58	henføre
58	klinke
58	transformere
58	pette
58	tilsikte
58	forevige
58	foresveve
58	samtale*om
58	inngjerde
58	lute*seg
58	forrette
58	yngle
58	svøpe*i
57	neglisjere
57	nistirre*på
57	lave
57	glasere
57	dynke
57	utviske
57	organisere*seg
57	sy*på
57	kave*med
57	fraskille
57	feie*opp
57	vitse
57	råde*over
57	lime*sammen
57	klype*seg*i
57	distansere
57	gjennomtrenge
57	forsake
57	stunde
57	omskape
57	etablere*seg
57	søte
57	sprute*ut
57	høyne
57	forulempe
57	teste*ut
57	revolusjonere
57	gjennomstrømme
56	slå*seg*på
56	hæle
56	støte*sammen
56	tydeliggjøre
56	terrorisere
56	booke
56	forfremme
56	albue*seg
56	utspille
56	korse
56	småprate*med
56	avstå*fra
56	belegge
56	åpenbare*seg*for
56	skive
56	skvatre
56	bie
56	tvinne*seg
56	kremere
56	bruse*opp
56	hovere
56	sammenligne*seg*med
56	brekke*av
56	true*til
56	avkreve
56	flette*seg
56	understøtte
56	avskjedige
56	kurtisere
56	fløte
56	skilte*med
56	rime
56	innarbeide
56	vokte*seg*for
56	godta*som
56	skjelne*mellom
56	våge*seg*til
56	omdanne*til
56	tåkelegge
56	innlate*seg*med
56	leie*seg
55	forblinde
55	tufte
55	bekjentgjøre
55	gjenføde
55	viske*vekk
55	blogge
55	tvangsinnlegge
55	betvinge
55	opplive
55	stasjonere
55	underkaste
55	beskue
55	svimeslå
55	distansere*seg*fra
55	besverge
55	klekke
55	runke
55	safte
55	ese*ut
55	sammenfatte
55	uroe*seg
55	pirke*borti
55	bakke
55	innynde*seg
55	bevilge*seg
55	mime
55	trene*i
55	virke*inn*på
55	forhandle*om
55	tiltre
55	deportere
54	innsette
54	verve
54	hulle
54	trygge
54	spalte
54	lirke*opp
54	vitne*mot
54	rekke&reach*over
54	kjæle*for
54	arbeide*seg*gjennom
54	slafse
54	pante
54	skjemme*ut
54	forfekte
54	dirke*opp
54	unnslå*seg
54	knaske
54	elte
54	sløye
54	remje
54	drapere
54	feie*av
54	illskrike
54	dynke*med
54	slette*ut
54	lide&progress*mot
54	fure
54	baktale
54	kompensere*for
54	sponse
54	slekte*på
54	fakse
54	veie*opp
54	rable*for
54	besudle
54	prute
54	hefte&stick
54	lade*opp
54	belage*seg*på
54	hive*seg*rundt
54	friskne*til
54	foredle
54	fastlåse
54	spesialisere
53	hamre*løs*på
53	kny
53	løfte*vekk
53	nedlate*seg*til
53	skyfle
53	sige*på
53	tappe*i
53	advare*om
53	henge*igjen
53	debattere
53	kalve
53	meie*ned
53	rulle*seg*sammen
53	falle*fra
53	duskregne
53	prostituere
53	fleipe*med
53	kastrere
53	igangsette
53	shoppe
53	bergta
53	avspore
53	blånekte
53	donere
53	reversere
53	slumpe
53	skorte*på
53	henfalle*til
52	supe
52	skrubbe*seg
52	tvinge*inn
52	blote
52	gomle
52	rigge*seg*til
52	lalle
52	brette*seg*ut
52	overliste
52	bese
52	spesialisere*seg*på
52	skikke
52	bysse
52	utveksle*med
52	utbedre
52	sverge*til
52	tømme*ut
52	styrte*ned
52	alarmere
52	hekte*seg*fast
52	likvidere
52	forverre*seg
52	stigmatisere
52	fise
52	eksponere
52	grise*til
52	innlosjere
52	pryle
52	løse*ut
52	slite*av
52	sludde
51	klippe*over
51	forundre*seg
51	laste&load*med
51	ankre*opp
51	ekspandere
51	anslå*til
51	ale*opp
51	svinne*hen
51	glefse*etter
51	sympatisere*med
51	si*fra*om
51	rotte*seg*sammen
51	fremskaffe
51	forskjønne
51	buse*på
51	avbestille
51	kramme
51	klekke*ut
51	hardtrampe
51	inspirere*til
51	føye*seg*etter
51	svelge*ned
51	blottstille
51	stikke*seg*vekk
51	forhindre*fra
51	ramponere
51	verke*etter
51	kviste
51	avsløre*seg
51	senke*ned
51	krasje
51	laste&blame*for
51	anholde
51	fyre*løs
50	skubbe*til
50	slakke
50	lempe*ut
50	overbeskytte
50	dulle*med
50	utløpe
50	kulse
50	gjøre#tegn*til
50	stenke
50	detonere
50	sverme*for
50	forurolige
50	buse*ut*med
50	underlegge*seg
50	tetne*til
50	underholde*med
50	rope*inn
50	konkretisere
50	involvere*seg
50	verne*mot
50	trigge
50	skravle*om
50	ture*frem
50	pepre
50	fostre
50	hylle*inn
50	trene*til
50	kveste
50	ilegge
50	plastre
50	riste
50	vanskjøtte
50	uthule
50	avskjære*fra
50	huke*seg*sammen
50	skjule*seg*for
50	legitimere*seg
50	saksøke
50	sønderrive
50	stabilisere
50	pumpe*opp
50	utbringe
49	konstituere
49	sipe
49	systematisere
49	problematisere
49	rydde*unna
49	liste*opp
49	skli*ut
49	nøste*opp
49	fyre*opp*i
49	stime
49	forvolde
49	sy*om
49	dissekere
49	sikte*inn
49	slanke
49	skikke*seg
49	skamslå
49	vedstå*seg
49	omsette*i
49	øle
49	nagle*fast
49	introdusere*for
49	betale*ut
49	materialisere*seg
49	frelse*fra
49	fenge
49	skalle*av
49	hue
49	rydde*etter*seg
48	slakke*på
48	smøre*seg*inn
48	utskjære
48	foregå*med
48	sammenrase
48	trappe*opp
48	børste*bort
48	klapse
48	mikse
48	smugle*inn
48	relatere*til
48	budsende
48	bannlyse
48	benåde
48	skoggerle
48	sleike
48	avmagre
48	klage#nød
48	bla*opp
48	talle
48	klampe
48	lekke*ut
48	forvente*seg
48	ripe
48	adskille*fra
48	rote*gjennom
48	memorere
48	ivre
48	fli
48	glanse
48	befri*seg*fra
48	fikle
48	trives*med
48	skrue*ned
48	vrenge*på
48	ommøblere
48	tyte*ut*av
48	hardkoke
47	lulle
47	jage*opp
47	avholde*seg*fra
47	henge*seg*fast*i
47	utvandre
47	bone
47	begrense*seg
47	målbinde
47	frastjele
47	ha#øye*til
47	pode
47	skalpere
47	muliggjøre
47	kutte*opp
47	forlegge
47	utlegge
47	bukke*under
47	avlese
47	fordele*seg
47	forlede
47	mislykkes*i
47	linde
47	kippe
47	prate*i vei
47	vinkle
47	helstøpe
47	strupe
47	storkose*seg
47	sladde
47	stille*som
46	hekse
46	kode
46	skjerme*for
46	hentyde*til
46	knalle
46	delta*med
46	skremme*til
46	stryke*seg*med
46	øre
46	ratte
46	husere
46	klappe*til
46	overopphete
46	knele*for
46	ta#øye*fra
46	slamre*med
46	forjette
46	rosemale
46	nominere
46	jevne*ut
46	plukke*ned
46	legge*under*seg
46	spinne*på
45	flyte*opp
45	råke
45	forespeile
45	rappe*fra
45	vemmes
45	ruge*over
45	avmåle
45	gi*seg*hen
45	lette*for
45	slite ut
45	skremme*vekk
45	betale*seg
45	kalke
45	strigråte
45	pælme
45	anrope
45	dilte*etter
45	insinuere
45	styrke*seg*på
45	favorisere
45	vase
45	desinfisere
45	tøye*ut
45	spikre*fast
45	forslå
45	raske*sammen
45	kjekle
45	grise
45	tørrlegge
45	filtrere
45	bæsje
45	utkomme
45	installere*seg
45	øse*ned
45	pansre
45	gremme*seg*over
45	utspekulere
45	erte*for
45	menge*seg*med
45	sprute*på
44	betrå
44	munne*ut
44	innovere
44	stagnere
44	berømme*for
44	drible
44	vinke*av
44	telegrafere
44	knuffe
44	stabilisere*seg
44	mekke
44	blunke*bort
44	gasse
44	overta*som
44	kle*opp
44	sensurere
44	avvenne
44	holde*an
44	fraflytte
44	nedbetale
44	stige*på
44	kope
44	hoste*opp
44	røske*opp
44	inndra
44	tverrvende
44	innlemme
44	vedlegge
44	dokke
44	iblande
44	garantere*for
44	beskjære
43	hegne*om
43	sjefe
43	fraskrive*seg
43	hølje*ned
43	implisere
43	vispe
43	avvike*fra
43	skjerme*mot
43	legge*seg*ut*med
43	vanskeliggjøre
43	seire*over
43	gulmale
43	medvirke
43	klaske*på
43	utestenge
43	utstøte*av
43	trikse
43	hvitte
43	innstille*seg*på
43	salve
43	markedsføre
43	sjikanere
43	prente
43	peile*inn
43	skrøne
43	tykne
43	erverve
43	gire*ned
43	banke*inn
43	tulle*seg*inn*i
43	tilegne
43	avblåse
43	sløse
43	spakne
43	klassifisere
43	ynke
43	nappe*fra
43	plaffe*ned
43	geipe*til
43	ståke
42	sage*av
42	tilsidesette
42	overlate*i
42	engste
42	beglo
42	synde*mot
42	godte*seg
42	balle
42	anskaffe*seg
42	gjenoppdage
42	nyansere
42	koble*sammen
42	leske
42	rotfeste
42	hallusinere
42	koke*seg
42	fremstille*for
42	omvende*seg
42	tørste*etter
42	prøve*på
42	avtegne
42	stake*ut
42	bla*frem
42	samordne
42	degradere
42	knekke*av
42	berettige
42	belegge*med
42	svartmale
42	forbryte*seg*mot
42	tenke*om
42	pantsette
42	visne*bort
42	spile*ut
42	dope*seg
42	skvaldre
42	blingse
42	nappe*ut
42	glimre
42	klasse
41	lese*om
41	låse*seg*inn
41	kjempe*frem
41	kvittere*for
41	innordne*seg
41	tilgi*for
41	lære&learn*fra
41	sysselsette
41	koke*opp
41	dysse*ned
41	loe
41	innkvartere
41	velle*frem
41	avtjene
41	lufte*seg
41	plinge
41	lappe*sammen
41	gifte*seg*til
41	bekjenne*seg*til
41	knipe*igjen
41	sparke*inn
41	dabbe*av
41	tette*seg
41	tekkes
41	taue*inn
41	stemme*for
41	rangere
41	ymte*frempå
40	ape*etter
40	daske*til
40	rakke*ned*på
40	utprøve
40	avsløre*som
40	bekomme
40	fable
40	svare*seg
40	forminske
40	spare*opp
40	boble*over
40	le*ut
40	tynne*ut
40	kappe*av
40	stramme*inn
40	vugge*med
40	øremerke
40	beskyte
40	utbasunere
40	overanstrenge
40	sprøsteke
40	forstøte
40	demme*opp
40	kjøle*ned
40	dulme
40	ranke
40	dysse
40	bestride
40	krysse*av
40	synkronisere
40	beise
40	plumpe*ut*med
40	reprodusere
40	spore*av
40	have
40	sprelle*med
40	tralle
40	plukke*vekk
40	beslutte*seg*til
39	tilpasse*til
39	øse*av
39	skumpe*borti
39	lee*seg
39	støte*bort
39	innrette*seg*etter
39	ry
39	pirke*seg*i
39	rise
39	avlede*fra
39	utkåre
39	avertere
39	snirkle*seg
39	oppfostre
39	sjonglere
39	spenne*av*seg
39	tidsinnstille
39	unngjelde
39	spleise*på
39	robbe
39	flasse*av
39	kvalifisere*til
39	tagge
39	hvirvle*opp
39	vare&last*ved
39	utlyse
39	kapsle*inn
39	variere*med
39	anmode*om
39	overskue
39	finhakke
39	høre*sammen*med
39	tematisere
39	kile*seg*fast
39	traktere
39	knakke
39	vannkjemme
39	grøfte
39	brygge*på
39	slurve
38	renskrive
38	spesifisere
38	stue*sammen
38	pense
38	overflytte
38	rable*ned
38	bakbinde
38	taksere
38	forskyve*seg
38	forringe
38	utplassere
38	harmonere*med
38	trolle
38	do
38	hive*opp
38	påby
38	postlegge
38	mage
38	venne*av*med
38	skrukke
38	sprekke*for
38	snøre*opp
38	se#snitt*til
38	detaljere
38	smule
38	turne
38	røve*fra
38	blåne
38	trekke*opp*til
38	sove*ut
38	fiske*etter
38	løsrive*seg
37	forvise*til
37	filtre
37	beskytte*fra
37	hamstre
37	grime
37	forulykke
37	benevne
37	ta*inn*over*seg
37	slå*igjennom
37	bombardere*med
37	kanalisere
37	blanke
37	summere
37	perfeksjonere
37	ekle
37	utvide*til
37	klubbe
37	standardisere
37	tekste
37	puffe*til
37	ruge*på
37	drille
37	skue*utover
37	overkomme
37	komme*for#dag
37	ødsle
37	deponere
37	forske*i
37	lime*inn
37	komme&get*seg*opp
37	forsikre*seg
37	ribbe*for
37	fremmedgjøre
37	generalisere
37	versere
37	avføde
37	nedskrive
37	stivpynte
37	hauke
37	summe*seg*til
37	gjødsle
37	demme*opp*for
37	jage*etter
37	stile
37	fikse*på
37	modellere
37	registrere*som
37	underordne
37	konvertere
37	tyste
37	vegre*seg*mot
37	verpe
37	kneppe*igjen
36	emne
36	rutte*med
36	reformere
36	stryke*seg*mot
36	paradere
36	mangle*til
36	motivere*til
36	utse
36	øve*opp
36	dra*for
36	knappe*igjen
36	verifisere
36	anerkjenne*som
36	illudere
36	fatte*om
36	bedåre
36	utdanne*seg
36	gyve
36	riste&shake*ut
36	impregnere
36	stryke*av*seg
36	generere
36	skru*tilbake
36	rote*seg*borti
36	mimre
36	forgjøre
36	utspørre
36	rugge*på*seg
36	innkapsle
36	streife*om
36	stilisere
36	vrimle
36	plugge*inn
36	hekke
36	suspendere
36	utfolde
36	kle*ut
36	kildre
36	idømme
36	fortrolle
36	losjere
36	abortere
36	nummerere
36	rigge
36	kjeppjage
36	blankskure
36	tilstrebe
36	overgripe
36	fire*på
36	floke*seg
36	lære&teach*bort
36	involvere*seg*i
35	tikke*inn
35	sveise
35	forkrøple
35	forbryte*seg
35	øve*seg*i
35	ufarliggjøre
35	kjøre*i*seg
35	kvarte
35	utarte
35	tingliggjøre
35	tilsøle
35	utestenge*fra
35	portrettere
35	overdra
35	håndplukke
35	verve*seg
35	hundse
35	forkvakle
35	henlede*på
35	zoome*inn
35	anspenne
35	skite
35	utradere
35	sukke*over
35	masturbere
35	autorisere
35	gulpe*opp
35	anskueliggjøre
35	kvede
35	infiltrere
35	speilvende
35	erverve*seg
35	unnse*seg
35	plassere*som
35	blunde
35	kroppsvisitere
35	synes&seem*som
35	nedkjøle
35	bande
35	spenne*fra
35	besnære
35	oppdele
35	skape*til
35	ferge
35	knipe*i
35	sylte
35	kreve*inn
35	svive
35	tekke
35	lepje*i*seg
35	forhøye
35	bryte*seg*ut
35	komplettere
35	forregne*seg
35	postere
35	kulminere
35	utvise*fra
35	lynsje
34	halvglemme
34	avgå
34	sope*sammen
34	avspise*med
34	fornekte*seg
34	råtne*opp
34	frasi*seg
34	mønstre*på
34	estimere
34	bla*igjennom
34	jatte*med
34	gjenopplive
34	utsende
34	samsvare*med
34	kjønne
34	artikulere
34	sile*ned
34	klore*seg*i
34	gjeninnføre
34	abonnere*på
34	rehabilitere
34	flippe*ut
34	valfarte
34	ruste*opp
34	slurve*med
34	imøtegå
34	somle*bort
34	håve*inn
34	krakelere
34	vikariere
34	slå*istykker
34	skrinlegge
34	støtte*opp*om
34	live*opp
34	dratte
34	desidere
34	tuske
34	skrangle*med
34	tangere
34	flerre*av
34	lekse*opp
34	innstudere
34	figurere
34	undres
